2036;0
2042;0
2047;0
2053;0
2059;0
2064;0
2070;0
2075;0
2081;0
2087;0
2092;0
2098;0
2104;0
2109;0
2115;0
2121;0
2126;0
2132;0
2138;0
2143;0
2149;0
2155;0
2160;0
2166;0
2171;0
2177;0
2183;0
2188;1
2194;1
2200;1
2205;1
2211;1
2216;1
2222;1
2228;1
2233;1
2239;1
2244;1
2250;1
2256;1
2261;1
2267;1
2272;1
2278;1
2284;1
2289;1
2295;1
2300;1
2306;1
2312;1
2317;1
2323;1
2329;1
2334;1
2340;1
2345;1
2351;1
2357;1
2362;1
2368;1
2373;1
2379;1
2385;1
2390;1
2396;1
2401;1
2407;1
2413;1
2418;1
2424;1
2429;1
2435;1
2441;1
2446;1
2452;1
2457;1
2463;1
2469;1
2474;1
2480;1
2485;1
2491;1
2497;1
2502;1
2508;1
2513;1
2519;1
2525;1
2530;1
2536;1
2541;1
2547;1
2553;1
2558;1
2564;1
2569;1
2575;1
2581;1
2586;1
2592;1
2598;1
2603;1
2609;1
2614;1
2620;1
2626;1
2631;1
2637;1
2642;1
2648;1
2654;1
2659;1
2665;1
2670;1
2676;1
2682;1
2692;1
2698;1
2703;1
2709;1
2715;1
2720;1
2726;1
2731;1
2737;1
2743;1
2748;1
2754;1
2759;1
2765;1
2771;1
2776;1
2782;1
2788;1
2793;1
2799;1
2804;1
2810;1
2816;1
2821;1
2827;1
2832;1
2838;1
2844;1
2849;1
2855;1
2860;1
2866;1
2872;1
2877;1
2883;1
2888;1
2894;1
2902;1
2907;1
2913;1
2918;1
2924;1
2930;1
2935;1
2941;1
2946;1
2952;1
2958;1
2963;1
2969;1
2974;1
2980;1
2986;1
2991;1
2997;1
3002;1
3008;1
3014;1
3019;1
3025;1
3030;1
3036;1
3042;1
3047;1
3053;1
3058;1
3064;1
3070;1
3075;1
3081;1
3086;1
3092;1
3098;1
3103;1
3109;1
3114;1
3120;1
3126;1
3131;1
3137;1
3143;1
3148;1
3154;1
3159;1
3165;1
3171;1
3176;1
3182;1
3187;1
3193;1
3199;1
3204;1
3210;1
3215;1
3221;1
3227;1
3232;1
3238;1
3243;1
3249;1
3255;1
3260;1
3266;1
3271;1
3277;1
3283;1
3288;1
3294;1
3299;1
3305;1
3311;1
3316;1
3322;1
3327;1
3333;1
3339;1
3344;1
3350;1
3355;1
3361;1
3367;1
3372;1
3378;1
3383;1
3389;1
3395;1
3400;1
3406;1
3412;1
3417;1
3423;1
3428;1
3434;1
3440;1
3445;1
3451;1
3456;1
3462;1
3468;1
3473;1
3479;1
3484;1
3490;1
3496;1
3501;1
3507;1
3512;1
3518;1
3524;1
3529;1
3535;1
3540;1
3546;1
3552;1
3557;1
3563;1
3568;1
3574;1
3580;1
3585;1
3591;1
3596;1
3602;1
3608;1
3613;1
3619;1
3624;1
3630;1
3636;1
3641;1
3647;1
3652;1
3658;1
3664;1
3669;1
3675;1
3681;1
3691;1
3697;1
3702;1
3708;1
3714;1
3719;1
3725;1
3730;1
3736;1
3742;1
3747;1
3753;1
3758;1
3764;1
3770;1
3775;1
3781;1
3786;1
3792;1
3798;1
3803;1
3809;1
3814;1
3820;1
3826;1
3831;1
3837;1
3842;1
3848;1
3854;1
3859;1
3865;1
3870;1
3876;1
3882;1
3887;1
3893;1
3900;1
3906;1
3912;1
3917;1
3923;1
3929;1
3934;1
3940;1
3945;1
3951;1
3957;1
3962;1
3968;1
3973;1
3979;1
3985;1
3990;1
3996;1
4001;1
4007;1
4013;1
4018;1
4024;1
4029;1
4035;1
4041;1
4046;1
4052;1
4057;1
4063;1
4069;1
4074;1
4080;1
4085;1
4091;1
4097;1
4102;1
4108;1
4113;1
4119;1
4125;1
4130;1
4136;1
4141;1
4147;1
4153;1
4158;1
4164;1
4169;1
4175;1
4181;1
4186;1
4192;1
4198;1
4203;1
4209;1
4214;1
4220;1
4226;1
4231;1
4237;1
4242;1
4248;1
4254;1
4259;1
4265;1
4270;1
4276;1
4282;1
4287;1
4293;1
4298;1
4304;1
4310;1
4315;1
4321;1
4326;1
4332;1
4338;1
4343;1
4349;1
4354;1
4360;1
4366;1
4371;1
4377;1
4382;1
4388;1
4394;1
4399;1
4405;1
4410;1
4416;1
4422;1
4427;1
4433;1
4438;1
4444;1
4450;1
4455;1
4461;1
4467;1
4472;1
4478;1
4483;1
4489;1
4495;1
4500;1
4506;1
4511;1
4517;1
4523;1
4528;1
4534;1
4539;1
4545;1
4551;1
4556;1
4562;1
4567;1
4573;1
4579;1
4584;1
4590;1
4595;1
4601;1
4607;1
4612;1
4618;1
4623;1
4629;1
4635;1
4640;1
4646;1
4651;1
4657;1
4663;1
4668;1
4674;1
4679;1
4690;1
4696;1
4701;1
4707;1
4713;1
4718;1
4724;1
4729;1
4735;1
4741;1
4746;1
4752;1
4757;1
4763;1
4769;1
4774;1
4780;1
4785;1
4791;1
4797;1
4802;1
4808;1
4813;1
4819;1
4825;1
4830;1
4836;1
4841;1
4847;1
4853;1
4858;1
4864;1
4869;1
4875;1
4881;1
4886;1
4892;1
4899;1
4905;1
4911;1
4916;1
4922;1
4927;1
4933;1
4939;1
4944;1
4950;1
4955;1
4961;1
4967;1
4972;1
4978;1
4983;1
4989;1
4995;1
5000;1
5006;1
5011;1
5017;1
5023;1
5028;1
5034;1
5039;1
5045;1
5051;1
5056;1
5062;1
5068;1
5073;1
5079;1
5084;1
5090;1
5096;1
5101;1
5107;1
5112;1
5118;1
5124;1
5129;1
5135;1
5140;1
5146;1
5152;1
5157;1
5163;1
5168;1
5174;1
5180;1
5185;1
5191;1
5196;1
5202;1
5208;1
5213;1
5219;1
5224;1
5230;1
5236;1
5241;1
5247;1
5252;1
5258;1
5264;1
5269;1
5275;1
5280;1
5286;1
5292;1
5297;1
5303;1
5308;1
5314;1
5320;1
5325;1
5331;1
5337;1
5342;1
5348;1
5353;1
5359;1
5365;1
5370;1
5376;1
5381;1
5387;1
5393;1
5398;1
5404;1
5409;1
5415;1
5421;1
5426;1
5432;1
5437;1
5443;1
5449;1
5454;1
5460;1
5465;1
5471;1
5477;1
5482;1
5488;1
5493;1
5499;1
5505;1
5510;1
5516;1
5521;1
5527;1
5533;1
5538;1
5544;1
5549;1
5555;1
5561;1
5566;1
5572;1
5577;1
5583;1
5589;1
5594;1
5600;1
5606;1
5611;1
5617;1
5622;1
5628;1
5634;1
5639;1

